Text Type,Institution Type,Rule/Norm/Strategy,Level of Analysis,Attribute_lo,Attribute_hi,Attribute_position,Deontic_lo,Deontic_hi,Deontic_position,aIm_lo,aIm_hi,aIm_position,oBject_lo,oBject_hi,oBject_position,Or Else_lo,Or Else_hi,Or Else_position,Condition_lo,Condition_hi,Condition_position
0.5,0.5,0.3,0.3,0.6,0.6,3.3333333333333335,0.6,0.6,3.3333333333333335,0.6,0.6,3.0,0.9,0.9,3.0,0.8,1.0,3.3333333333333335,0.8,0.8,2.6666666666666665
0.9,1.0,0.5,0.4,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,0.8,1.0,5.0,1.0,1.0,5.0
0.6,1.0,0.5,0.4,1.0,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.6,0.9,0.5,0.4,0.9,0.9,5.0,0.9,0.9,5.0,1.0,1.0,5.0,1.0,1.0,5.0,0.8,1.0,5.0,1.0,1.0,5.0
0.6,0.7,0.3,0.2,0.7,0.7,10.0,0.7,0.7,10.0,0.8,0.8,10.0,0.8,0.8,8.0,0.8,1.0,10.0,1.0,1.0,10.0
0.5,0.5,0.3,0.3,0.6,0.6,2.5,0.6,0.6,2.5,0.7,0.7,2.5,0.7,0.7,2.0,0.8,1.0,2.5,1.0,1.0,2.5
0.8,1.0,0.5,0.4,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,0.8,1.0,5.0,1.0,1.0,5.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,1.25,1.0,1.0,1.25,1.0,1.0,1.25,1.0,1.0,1.25,0.8,1.0,1.25,1.0,1.0,1.25
0.9,1.0,0.5,0.4,1.0,1.0,1.25,1.0,1.0,1.25,1.0,1.0,1.25,1.0,1.0,1.25,0.8,1.0,1.25,1.0,1.0,1.25
0.8,1.0,0.5,0.4,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,0.8,1.0,5.0,1.0,1.0,5.0
0.7,0.8,0.4,0.3,0.9,0.9,2.5,0.9,0.9,2.5,0.9,0.9,2.5,1.0,1.0,2.5,0.8,1.0,2.5,0.9,0.9,2.5
0.7,0.4,0.4,0.2,0.6,0.6,1.4285714285714286,0.4,0.4,1.4285714285714286,0.6,0.6,1.2857142857142858,0.5,0.5,1.1428571428571428,0.8,1.0,1.4285714285714286,0.8,0.8,1.4285714285714286
0.6,1.0,0.5,0.4,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,0.8,1.0,5.0,1.0,1.0,5.0
0.5,0.5,0.2,0.2,0.5,0.5,2.5,0.5,0.5,2.5,0.7,0.7,2.25,0.7,0.7,1.75,0.8,1.0,2.5,0.6,0.6,2.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.7,0.8,0.3,0.2,0.8,0.8,2.5,0.8,0.8,2.5,0.9,0.9,2.25,0.9,0.9,2.25,0.8,1.0,2.5,0.8,0.8,2.5
0.7,0.7,0.3,0.4,0.6,0.6,2.5,0.4,0.4,2.5,0.5,0.5,1.25,0.5,0.5,1.75,0.8,1.0,2.5,1.0,1.0,2.5
0.7,0.8,0.3,0.2,0.8,0.8,2.5,0.8,0.8,2.5,0.9,0.9,2.25,0.9,0.9,2.25,0.8,1.0,2.5,0.8,0.8,2.5
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.7,0.8,0.3,0.2,0.8,0.8,2.5,0.8,0.8,2.5,0.9,0.9,2.25,0.9,0.9,2.25,0.8,1.0,2.5,0.8,0.8,2.5
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.9,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.7,0.8,0.5,0.4,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.4,1.0,0.5,0.4,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.8,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667
0.4,0.7,0.3,0.2,0.7,0.7,10.0,0.7,0.7,10.0,0.8,0.8,8.0,0.8,0.8,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.4,1.0,0.5,0.4,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.7,0.8,0.5,0.4,0.8,0.8,3.3333333333333335,0.8,0.8,3.3333333333333335,0.8,0.8,3.3333333333333335,0.8,0.8,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.5,0.7,0.3,0.2,0.8,0.8,2.5,0.8,0.8,2.5,0.8,0.8,2.0,0.8,0.8,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.6,1.0,0.5,0.4,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.6,0.5,0.3,0.3,0.5,0.5,5.0,0.5,0.5,5.0,0.6,0.6,5.0,0.6,0.6,3.5,0.8,1.0,5.0,1.0,1.0,5.0
0.7,0.7,0.3,0.2,0.7,0.7,1.2857142857142858,0.7,0.7,1.2857142857142858,0.7,0.7,1.1428571428571428,0.7,0.7,1.1428571428571428,0.8,1.0,1.4285714285714286,0.7,0.7,1.4285714285714286
0.7,0.8,0.5,0.4,0.9,0.9,2.5,0.9,0.9,2.5,0.9,0.9,2.5,0.9,0.9,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.5,1.0,0.5,0.4,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.0,2.5,0.8,1.0,2.5,1.0,1.0,2.5
0.7,0.8,0.5,0.4,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.5,1.0,0.5,0.4,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.8,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667
0.5,0.7,0.3,0.2,0.7,0.7,10.0,0.7,0.7,10.0,0.7,0.7,9.0,0.7,0.7,9.0,0.8,1.0,10.0,1.0,1.0,10.0
0.5,1.0,0.5,0.4,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.8,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667
0.4,0.7,0.3,0.3,0.7,0.7,1.0,0.7,0.7,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.8,1.0,1.0,0.8,0.8,1.0
0.5,0.9,0.5,0.4,0.9,0.9,1.1111111111111112,0.9,0.9,1.1111111111111112,0.9,0.9,1.1111111111111112,0.9,0.9,1.1111111111111112,0.8,1.0,1.1111111111111112,1.0,1.0,1.1111111111111112
0.4,0.8,0.3,0.2,0.7,0.7,2.5,0.7,0.7,2.5,0.7,0.7,2.25,0.8,0.8,2.5,0.8,1.0,2.5,0.8,0.8,2.0
0.8,0.7,0.4,0.4,0.6,0.6,2.5,0.5,0.6,2.5,0.4,0.4,2.5,0.6,0.6,1.75,0.7,0.9,2.5,0.5,0.5,2.0
0.7,0.8,0.5,0.4,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,0.9,0.9,3.3333333333333335,1.0,1.0,3.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.9,0.6,0.4,0.4,0.6,0.6,3.3333333333333335,0.5,0.6,3.3333333333333335,0.3,0.4,2.3333333333333335,0.3,0.4,2.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.9,0.8,0.4,0.4,0.6,0.6,2.5,0.5,0.6,2.5,0.3,0.6,1.75,0.3,0.4,1.75,0.8,1.0,2.5,1.0,1.0,2.5
0.6,1.0,0.5,0.4,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,0.8,1.0,10.0,1.0,1.0,10.0
0.8,0.6,0.4,0.4,0.6,0.6,3.3333333333333335,0.4,0.5,3.3333333333333335,0.4,0.4,2.3333333333333335,0.4,0.4,2.3333333333333335,0.8,1.0,3.3333333333333335,1.0,1.0,3.3333333333333335
0.8,1.0,0.5,0.4,1.0,1.0,0.2777777777777778,1.0,1.0,0.2777777777777778,1.0,1.0,0.2777777777777778,1.0,1.0,0.2777777777777778,0.8,1.0,0.2777777777777778,1.0,1.0,0.2777777777777778
0.8,1.0,0.5,0.4,1.0,1.0,0.21739130434782608,1.0,1.0,0.21739130434782608,1.0,1.0,0.21739130434782608,1.0,1.0,0.21739130434782608,0.8,1.0,0.21739130434782608,1.0,1.0,0.21739130434782608
0.8,1.0,0.5,0.4,1.0,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.4,0.8,1.0,0.4,1.0,1.0,0.4
0.8,1.0,0.5,0.4,0.7,0.7,0.12727272727272726,1.0,1.0,0.18181818181818182,1.0,1.0,0.18181818181818182,1.0,1.0,0.18181818181818182,0.8,1.0,0.18181818181818182,1.0,1.0,0.18181818181818182
0.8,1.0,0.5,0.4,1.0,1.0,0.625,1.0,1.0,0.625,1.0,1.0,0.625,1.0,1.0,0.625,0.8,1.0,0.625,1.0,1.0,0.625
0.8,1.0,0.5,0.4,1.0,1.0,0.18867924528301888,1.0,1.0,0.18867924528301888,1.0,1.0,0.18867924528301888,1.0,1.0,0.18867924528301888,0.8,1.0,0.18867924528301888,1.0,1.0,0.18867924528301888
0.7,1.0,0.5,0.4,1.0,1.0,0.9090909090909091,1.0,1.0,0.9090909090909091,1.0,1.0,0.9090909090909091,1.0,1.0,0.9090909090909091,0.8,1.0,0.9090909090909091,1.0,1.0,0.9090909090909091
0.8,1.0,0.5,0.4,1.0,1.0,0.2564102564102564,1.0,1.0,0.2564102564102564,1.0,1.0,0.2564102564102564,1.0,1.0,0.2564102564102564,0.8,1.0,0.2564102564102564,1.0,1.0,0.2564102564102564
0.8,1.0,0.5,0.4,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,0.8,1.0,0.25,1.0,1.0,0.25
0.8,1.0,0.5,0.4,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,0.8,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152
0.8,1.0,0.5,0.4,1.0,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406,0.8,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406
0.8,1.0,0.5,0.4,1.0,1.0,0.17857142857142858,1.0,1.0,0.17857142857142858,1.0,1.0,0.17857142857142858,1.0,1.0,0.17857142857142858,0.8,1.0,0.17857142857142858,1.0,1.0,0.17857142857142858
0.8,1.0,0.5,0.4,1.0,1.0,0.15384615384615385,1.0,1.0,0.15384615384615385,1.0,1.0,0.15384615384615385,1.0,1.0,0.15384615384615385,0.8,1.0,0.15384615384615385,1.0,1.0,0.15384615384615385
0.8,1.0,0.5,0.4,1.0,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406,0.8,1.0,0.14492753623188406,1.0,1.0,0.14492753623188406
0.8,1.0,0.5,0.4,1.0,1.0,0.2127659574468085,1.0,1.0,0.2127659574468085,1.0,1.0,0.2127659574468085,1.0,1.0,0.2127659574468085,0.8,1.0,0.2127659574468085,1.0,1.0,0.2127659574468085
0.8,1.0,0.5,0.4,1.0,1.0,0.16393442622950818,1.0,1.0,0.16393442622950818,1.0,1.0,0.16393442622950818,1.0,1.0,0.16393442622950818,0.8,1.0,0.16393442622950818,1.0,1.0,0.16393442622950818
0.8,1.0,0.5,0.4,1.0,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421,0.8,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421
0.8,1.0,0.5,0.4,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,0.8,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152
0.8,1.0,0.5,0.4,1.0,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.4,0.8,1.0,0.4,1.0,1.0,0.4
0.6,0.8,0.3,0.2,0.8,0.8,0.5,0.8,0.8,0.5,0.8,0.8,0.4,0.8,0.8,0.4,0.8,1.0,0.5,0.9,0.9,0.5
0.6,1.0,0.5,0.4,1.0,1.0,0.18518518518518517,1.0,1.0,0.18518518518518517,1.0,1.0,0.18518518518518517,1.0,1.0,0.18518518518518517,0.8,1.0,0.18518518518518517,1.0,1.0,0.18518518518518517
0.8,1.0,0.5,0.4,1.0,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123,0.8,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123
0.8,1.0,0.5,0.4,1.0,1.0,0.125,1.0,1.0,0.125,1.0,1.0,0.125,1.0,1.0,0.125,0.8,1.0,0.125,1.0,1.0,0.125
0.8,1.0,0.5,0.4,1.0,1.0,0.19230769230769232,1.0,1.0,0.19230769230769232,1.0,1.0,0.19230769230769232,1.0,1.0,0.19230769230769232,0.8,1.0,0.19230769230769232,1.0,1.0,0.19230769230769232
0.8,1.0,0.5,0.4,1.0,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123,0.8,1.0,0.20408163265306123,1.0,1.0,0.20408163265306123
0.8,1.0,0.5,0.4,1.0,1.0,0.22727272727272727,1.0,1.0,0.22727272727272727,1.0,1.0,0.22727272727272727,1.0,1.0,0.22727272727272727,0.8,1.0,0.22727272727272727,1.0,1.0,0.22727272727272727
0.8,1.0,0.5,0.4,1.0,1.0,0.14084507042253522,1.0,1.0,0.14084507042253522,1.0,1.0,0.14084507042253522,1.0,1.0,0.14084507042253522,0.8,1.0,0.14084507042253522,1.0,1.0,0.14084507042253522
0.8,1.0,0.5,0.4,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152,0.8,1.0,0.15151515151515152,1.0,1.0,0.15151515151515152
0.8,1.0,0.5,0.4,1.0,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421,0.8,1.0,0.2631578947368421,1.0,1.0,0.2631578947368421
0.8,1.0,0.5,0.4,1.0,1.0,0.16129032258064516,1.0,1.0,0.16129032258064516,1.0,1.0,0.16129032258064516,1.0,1.0,0.16129032258064516,0.8,1.0,0.16129032258064516,1.0,1.0,0.16129032258064516
